,country3,region,subregion,place_name,station_name,notes,type,icao,lat,lon,elev
4549,USA,OR,Dewey County,Portland|Seiling,Scappoose,,,K1S4,36.15504,-98.93370611,532.2
4550,USA,OR,Clackamas County,Portland-mulino|Mulino,Mulino State,,,K4S9,45.216325,-122.5900839,78.9
4551,USA,OR,Coos County,Powers,Powers,,,K6S6,42.86955444,-124.0592625,99.4
4552,USA,OR,Crook County,Prineville,Prineville,,,KS39,44.28699389,-120.9038328,990.9
4553,USA,OR,Jackson County,Prospect,Prospect State,,,K64S,42.74318306,-122.4880903,785.8
4554,USA,OR,Deschutes County,Redmond,Roberts Field,,,KRDM,44.254069,-121.149972,939.1
4555,USA,OR,Malheur County,Rome|Basque,Rome ASOS,,,KREO,42.577661,-117.885431,1235.4
4556,USA,OR,Douglas County,Roseburg|Calkins,George Felt,,,K5S1,43.22483778,-123.3970186,130.5
4557,USA,OR,Douglas County,Roseburg|Edenbower,Roseburg Muni AP,,,KRBG,43.239336,-123.35585,162.5
4558,USA,OR,Marion County,Salem|Four Corners,McNary Field,,,KSLE,44.909528,-123.0025,64.9
4559,USA,OR,Clackamas County,Sandy,Sandy River,,,K03S,45.40161111,-122.2286944,214.6
4560,USA,OR,Clackamas County,Sandy|Dover,Country Squire Airpark,,,KS48,45.35444444,-122.2680556,358.1
4561,USA,OR,Linn County,Santiam Junction|Marion Forks,Santiam Junction State,,,K8S3,44.43455556,-121.9422778,1152.2
4562,USA,OR,Columbia County,Scappoose,Ind AP,,,KSPB,45.771028,-122.861833,17.7
4563,USA,OR,Clatsop County,Seaside|Gearhart,Seaside Muni,,,K56S,46.01499583,-123.9076575,3.7
4564,USA,OR,Josephine County,Sexton Summit|Hugo,Sexton Summit,,,KSXT,42.6,-123.3667,1168.0
4565,USA,OR,Lake County,Silver Lake,Silver Lake F S Strip,,,K45S,43.1109725,-121.0941667,1369.2
4566,USA,OR,Deschutes County,Sisters,Sisters Eagle Air,,,K6K5,44.30456,-121.5392122,965.6
4567,USA,OR,Deschutes County,Sunriver,Sunriver,,,KS21,43.87633333,-121.4530556,1268.9
4568,USA,OR,Klickitat County,The Dalles|Dallesport,The Dalles Muni AP,,,KDLS,45.619356,-121.168275,75.0
4569,USA,OR,Tillamook County,Tillamook|Hathaway Mead,Tillamook,,,KTMK,45.41825,-123.814389,11.9
4570,USA,OR,Lincoln County,Toledo|Sunnyridge,Toledo State,,,K5S4,44.60095167,-123.9395586,3.7
4571,USA,OR,Malheur County,Vale,Miller Memorial Airpark,,,KS49,43.96377167,-117.2593425,685.5
4572,USA,OR,Columbia County,Vernonia|Treharne,Vernonia Muni,,,K05S,45.85150028,-123.2415053,198.1
4573,USA,OR,Lincoln County,Waldport|Wakonda Beach,Wakonda Beach State,,,KR33,44.38456389,-124.0851194,12.5
4574,USA,OR,Sherman County,Wasco,Wasco State,,,K35S,45.58944444,-120.6741667,458.1
4575,USA,PA,Lehigh County,Allentown|Alton Park,Queen City AP,,,KXLL,40.570278,-75.488306,121.6
4576,USA,PA,Lehigh County,Allentown|Schoenersville,Lehigh Valley Intl AP|Allentown-Bethlehem-Easton AP,,,KABE,40.652361,-75.440417,119.8
4577,USA,PA,Blair County,Altoona|Martinsburg,Blair County,,,KAOO,40.296361,-78.320028,458.1
4578,USA,PA,Berks County,Bally|Churchville,Butter Valley Golf Port,,,K7N8,40.39815333,-75.56435028,152.4
4579,USA,PA,Beaver County,Beaver Falls|West Mayfield,Beaver Falls AP,,,KBVI,40.772472,-80.391444,381.6
4580,USA,PA,Bedford County,Bedford|Belden,Bedford County AP,,,KHMZ,40.086111,-78.5135,353.9
4581,USA,PA,Centre County,Bellefonte|Stevens,Bellefonte,,,KN96,40.88547222,-77.81630556,326.4
4582,USA,PA,Bucks County,Bensalem|Echo Beach,Total Rf,,,K00A,40.07083333,-74.93361111,3.4
4583,USA,PA,Berks County,Bethel,Grimes,,,K8N1,40.48481417,-76.26356194,177.4
4584,USA,PA,Columbia County,Bloomsburg|East Bloomsburg,Bloomsburg Muni,,,KN13,40.99778111,-76.43605583,146.6
4585,USA,PA,McKean County,Bradford|Mount Alton,Regional (McKean County AP),,,KBFD,41.802956,-78.639967,653.2
4586,USA,PA,Bedford,Breezewood,Greater Breezewood Rgnl,ADD/20180815.,,KP17,39.87408,-78.29774,410.0
4587,USA,PA,York County,Brogue,Baublitz Commercial,,,K9W8,39.85232361,-76.48635333,228.6
4588,USA,PA,Butler County,Butler|Brownsdale,County AP,,,KBTP,40.776583,-79.951083,380.4
4589,USA,PA,Butler County,Butler|Meridian,Butler Farm Show,,,K3G9,40.85256444,-79.97477972,406.3
4590,USA,PA,Monroe County,Canadensis|Skytop,Flying Dollar,,,K8N4,41.21675694,-75.24962528,435.9
4591,USA,PA,Cumberland County,Carlisle,Carlisle Barracks,,,KN95,40.20008833,-77.16636972,144.8
4592,USA,PA,Cumberland County,Carlisle|Bonny Brook,Carlisle,,,KN94,40.18791306,-77.17427556,155.4
4593,USA,PA,Somerset County,Central City|Indian Lake,Indian Lake,,,K5G2,40.05424556,-78.84696667,744.3
4594,USA,PA,Centre County,Centre Hall|Centre Hill,Centre Airpark,,,KN16,40.81173111,-77.65721944,398.4
4595,USA,PA,Centre County,Centre Hall|Farmers Mills,Penns Cave,,,KN74,40.89034222,-77.60249611,379.5
4596,USA,PA,Franklin County,Chambersburg|Red Bridge,Franklin County Rgnl,,,KN68,39.97295167,-77.64326778,209.4
4597,USA,PA,Clarion County,Clarion|Clarion Junction,County AP,,,KAXQ,41.224944,-79.442167,444.1
4598,USA,PA,Clearfield County,Clearfield|Kerr Addition,Lawrence AP,,,KFIG,41.049133,-78.415158,462.1
4599,USA,PA,Davidson County,Clearfield|Light,Clearfield,,,KN97,35.83013667,-80.10754472,260.6
4600,USA,PA,Chester County,Coatesville|Westwood,Chester County G O Carlson AP,,,KMQS,39.978972,-75.865472,201.2
4601,USA,PA,Montgomery County,Collegeville|Crestview at Skippack,Perkiomen Valley,,,KN10,40.20404833,-75.43026306,84.4
4602,USA,PA,Lancaster County,Columbia,Mc Ginness,,,K8N7,40.0250975,-76.48718694,101.8
4603,USA,PA,Fayette County,Connellsville|Mount Braddock,Joseph A Hardy AP,,,KVVS,39.959056,-79.657417,385.3
4604,USA,PA,Erie County,Corry,Corry-lawrence,,,K8G2,41.90755556,-79.64105556,538.0
4605,USA,PA,Monroe County,Cresco,Rocky Hill,,,K48P,41.14777778,-75.275,378.0
4606,USA,PA,Northumberland County,Danville|Kipps Run,Danville,,,K8N8,40.94835208,-76.64392639,170.4
4607,USA,PA,York County,Dover|Eastmont,Lazy B Ranch,ADD/20100930.,,K0P8,40.0226,-76.81664,145.1
4608,USA,PA,Albany County,Downington|West Township,Shannon,,,KN25,42.69729778,-74.19957417,365.8
4609,USA,PA,Bucks County,Doylestown|Cross Keys,Doylestown AP,,,KDYL,40.33305,-75.122339,119.8
4610,USA,PA,Guilford County,Doylestown|Julian,Doylestown,,,KN88,35.926525,-79.627525,220.7
4611,USA,PA,Jefferson County,Du Bois|Allens Mills,Du Bois,,,KDUJ,41.178278,-78.898694,553.5
4612,USA,PA,Monroe County,East Stroudsburg|Craigs Meadow,Stroudsburg-pocono,,,KN53,41.03587167,-75.16067889,146.3
4613,USA,PA,Northampton County,Easton|Tatamy,Braden Airpark,,,KN43,40.74216667,-75.24294444,120.7
4614,USA,PA,Cambria County,Ebensburg|Beula,Ebensburg,,,K9G8,40.46121083,-78.77524389,639.8
4615,USA,PA,Washington County,Eighty Four|Vanceville,Bandel,,,K22D,40.13062722,-80.09616639,368.8
4616,USA,PA,Erie,Erie,Thermal-g,ADD/20141229.,,K03G,42.02061,-80.07072,437.1
4617,USA,PA,Erie County,Erie|Lakewood,International AP | Tom Ridge Field | Port Erie AP,,,KERI,42.083083,-80.173944,223.1
4618,USA,PA,Bucks County,Erwinna|Sundale,Vansant,,,K9N1,40.48426972,-75.09961611,118.9
4619,USA,PA,Delaware County,Essington,Philadelphia,,,K9N2,39.85900167,-75.29963083,0.0
4620,USA,PA,Lackawanna County,Factoryville|Fleetville,Seamans Field,,,K9N3,41.58935472,-75.75608056,368.5
4621,USA,PA,Adams County,Fairfield|Carroll Valley,Mid Atlantic Soaring Center,,,KW73,39.75704,-77.35137611,174.7
4622,USA,PA,Washington County,Finleyville|Hackett,Finleyville Airpark,,,KG05,40.24590333,-80.01227389,376.7
4623,USA,PA,Adams County,Fountain Dale,Fountain Dale Site R,,,KRYT,39.734,-77.43,294.0
4624,USA,PA,Venango County,Franklin|Mapledale,Franklin,,,KFKL,41.377417,-79.860639,469.4
4625,USA,PA,Lebanon County,Fredericksburg,Farmers Pride,,,K9N7,40.44286833,-76.44162722,150.9
4626,USA,PA,Armstrong,Freeport,Mcville,ADD/20161229.,,K6P7,40.73456,-79.59565,336.5
4627,USA,PA,Armstrong County,Freeport|McVille,Mc Ville,,,KP37,40.73339778,-79.59976889,332.2
4628,USA,PA,Lehigh County,Germansville|Lehigh Furnace,Flying M Aerodrome,,,KP91,40.73731694,-75.70518861,224.0
4629,USA,PA,Adams County,Gettysburg|Greenmount,Southern Adams County,,,KP98,39.76120778,-77.27526361,161.5
4630,USA,PA,Adams County,Gettysburg|Stremmels,Gettysburg Rgnl,,,KW05,39.84130833,-77.27465,168.6
4631,USA,PA,Mercer County,Greenville|Osgood,Greenville Muni,,,K4G1,41.44683167,-80.39126167,367.6
4632,USA,PA,Mercer County,Grove City|London,Grove City AP,,,K29D,41.14602778,-80.16775,417.6
4633,USA,PA,Adams County,Hanover|McSherry,Hanover,,,K6W6,39.79259944,-77.02470361,172.2
4634,USA,PA,Dauphin County,Harrisburg | Middletown|Jednota,Harrisburg International AP | Olmsted AFB,,,KMDT,40.193192,-76.762619,94.2
4635,USA,PA,York County,Harrisburg|New Market,Capital City AP | Harrisburg State AP,,,KCXY,40.217139,-76.851361,105.5
4636,USA,PA,Luzerne County,Hazleton|Hollywood,Hazleton Municipal AP,,,KHZL,40.986772,-75.994703,488.6
4637,USA,PA,Wayne County,Honesdale|Wangaum,Cherry Ridge,,,KN30,41.51533861,-75.25148139,413.6
4638,USA,PA,Juniata County,Honey Grove,Stottle Memorial,,,K02P,40.40358333,-77.55658333,180.1
4639,USA,PA,Montgomery County,Horsham|Prospectville,Horsham Valley Airways Inc,,,KN48,40.2020525,-75.17822917,76.2
4640,USA,PA,Indiana County,Indiana|Bryan Hill Manor,Stewart Field,,,KIDI,40.631061,-79.101528,432.5
4641,USA,PA,Lebanon County,Indiantown|Fort Indiantown Gap,Muir AAF,,,KMUI,40.435236,-76.568628,148.4
4642,USA,PA,Allegheny County,Irwin|Emblem,Inter County,,,K31D,40.3334025,-79.77921222,381.0
4643,USA,PA,Westmoreland County,Jeannette|Boquet,Greensburg Jeannette Rgnl,,,K5G8,40.37645722,-79.60837583,362.1
4644,USA,PA,Lycoming County,Jersey Shore|Antes Fort,Jersey Shore,,,KP96,41.20701778,-77.22608083,168.9
4645,USA,PA,Cambria County,Johnstown|Wissingertown,Cambria,,,KJST,40.315556,-78.834667,696.2
4646,USA,PA,York County,Kralltown,Bermudian Valley Airpark,,,K07N,40.01676167,-77.00386667,143.3
4647,USA,PA,Lancaster County,Lancaster|Kissell Hill,Lancaster AP,,,KLNS,40.122361,-76.294361,122.5
4648,USA,PA,Westmoreland County,Latrobe|Manito,Latrobe,,,KLBE,40.2731,-79.410325,365.2
4649,USA,PA,Lebanon County,Lebanon|Buffalo Springs,Keller Brothers,,,K08N,40.29175889,-76.32884528,167.6
4650,USA,PA,Carbon County,Lehighton|Beltzville,Beltzville,,,K14N,40.84425861,-75.63546556,274.0
4651,USA,PA,Carbon County,Lehighton|Mertz Town,Jake Arner Memorial,,,K22N,40.80950889,-75.76149639,162.8
4652,USA,PA,Clinton County,Lock Haven|Dunnstown,William T Piper Memorial AP [Cub Haven AP],,,KLHV,41.135778,-77.422306,169.2
4653,USA,PA,Butler County,Mars,Lakehill,,,KP09,40.70701056,-80.03033694,326.1
4654,USA,PA,Crawford County,Meadville|Onspaugh Corners,Port Mead,,,KGKJ,41.626528,-80.214722,426.4
4655,USA,PA,Chesterfield County,Meadville|Screamersville,Port Mead,,,K2G6,37.32055556,-77.34583333,2.1
4656,USA,PA,Williams County,Meadville|Shaffers Acres,Port Mead,,,K0G6,41.46730556,-84.50677778,222.2
4657,USA,PA,Juniata,Mifflintown,Mifflintown AP,,,KP34,40.59894444,-77.40566667,166.1
4658,USA,PA,Westmoreland County,Monongahela|Wilko Hill,Rostraver AP,,,KFWQ,40.209722,-79.831444,374.3
4659,USA,PA,Allegheny County,Monroeville|Garden City,Pittsburgh-monroeville,,,K4G0,40.45229056,-79.77476889,361.8
4660,USA,PA,Susquehanna County,Montrose|South Montrose,Husky Haven,,,KP32,41.788965,-75.8899175,509.0
4661,USA,PA,Berks County,Morgantown|Brittany Estates,Morgantown,,,KO03,40.15704139,-75.87048917,182.9
4662,USA,PA,Lancaster County,Mount Joy/marietta|Donegal Springs,Donegal Springs Airpark,,,KN71,40.09220667,-76.57435528,139.6
4663,USA,PA,Fayette County,Mount Pleasant|McClure,Mount Pleasant/scottdale,,,KP45,40.10840556,-79.54142694,353.6
4664,USA,PA,Fayette County,Mount Pleasant|McClure,W.p.h.s.,,,KP99,40.10840556,-79.54809389,332.2
4665,USA,PA,Monroe County,Mt Pocono|Pocono Summit Estates,Mt Pocono Muni AP,,,KMPO,41.137694,-75.380056,583.7
4666,USA,PA,Lebanon County,Myerstown|Prescott,Deck,,,K9D4,40.35212778,-76.32964444,159.4
4667,USA,PA,Lawrence County,New Castle|Parkstown,New Castle,,,KUCP,41.025389,-80.413444,326.7
4668,USA,PA,Blair County,Newry,Blue Knob Valley,,,K7G4,40.39590639,-78.45390333,387.1
4669,USA,PA,Lebanon County,Palmyra|Campbelltown,Reigle Field,,,K58N,40.28759139,-76.57746806,149.0
4670,USA,PA,Bucks County,Perkasie,Pennridge AP,,,KCKZ,40.389194,-75.290472,172.8
4671,USA,PA,Philadelphia County,Philadelphia|Ashton Wooden Bridge,Northeast Philadelphia AP,,,KPNE,40.081944,-75.010583,36.3
4672,USA,PA,Philadelphia County,Philadelphia|Eastwick,International AP,,,KPHL,39.872083,-75.240664,10.7
4673,USA,PA,Montgomery County,Philadelphia|Five Points,Wings Field AP,,,KLOM,40.137556,-75.265139,91.7
4674,USA,PA,Philadelphia County,Philadelphia|Society Hill,Penn's Landing,,,KP72,39.937335,-75.14128778,4.6
4675,USA,PA,Centre County,Philipsburg|Beaver Mills,Mid-State AP | Philipsburg AP,,,KPSB,40.884392,-78.087342,593.8
4676,USA,PA,Clearfield County,Philipsburg|Morrisdale,Albert,,,K1N3,40.97154444,-78.24286111,543.8
4677,USA,PA,Allegheny County,Pittsburgh|Carnot-Moon,Pittsburgh International AP | Greater Pittsburgh International AP | Greater Pittsburgh AP,,,KPIT,40.491417,-80.232694,366.4
4678,USA,PA,Allegheny County,Pittsburgh|Lincoln Place,Allegheny County AP,,,KAGC,40.354439,-79.929047,381.3
4679,USA,PA,Allegheny County,Pittsburgh|Russellton,Rock,,,K9G1,40.60354628,-79.82611894,324.0
4680,USA,PA,Warren County,Pittsfield,Brokenstraw,,,KP15,41.8326025,-79.36155389,374.9
4681,USA,PA,Crawford County,Port Meadville|Onspaugh Corners,Port Meadville AP,,,KGJK,41.62652778,-80.21472222,426.4
4682,USA,PA,Montgomery County,Pottstown|Glasgow,Pottstown Muni,,,KN47,40.26040083,-75.67085306,77.7
4683,USA,PA,Montgomery County,Pottstown|Herritage Ridge,Limerick AP,,,KPTW,40.239556,-75.556722,93.9
4684,USA,PA,Schuylkill County,Pottsville|Beurys Lake,Schuylkill County AP & Joe Zerbey AP,,,KZER,40.706767,-76.372986,527.0
4685,USA,PA,Jefferson County,Punxsutawney|Bells Mills,Punxsutawney Muni,,,KN35,40.96667472,-78.93000528,438.6
4686,USA,PA,Bucks County,Quakertown|Milford Square,Quakertown AP,,,KUKT,40.435139,-75.381944,160.0
4687,USA,PA,Berks County,Reading|River View Park,Spaatz Field | Reading AP,,,KRDG,40.3785,-75.96525,104.5
4688,USA,PA,Mifflin County,Reedsville|Woodland,Mifflin,,,KRVL,40.677389,-77.626833,249.3
4689,USA,PA,Snyder County,Selinsgrove|Dogtown,Penn Valley,,,KSEG,40.821236,-76.864172,141.1
4690,USA,PA,Somerset County,Seven Springs Borough,Seven Springs,,,K7SP,40.01004694,-79.32189417,886.1
4691,USA,PA,Northumberland County,Shamokin|Overlook,Northumberland County,,,KN79,40.83692306,-76.55245611,268.2
4692,USA,PA,Cumberland County,Shippensburg|Cleversburg Junction,Shippensburg,,,KN42,40.05842306,-77.46220806,231.7
4693,USA,PA,Lehigh County,Slatington|Welshtown,Slatington,,,K69N,40.76359406,-75.60485242,115.8
4694,USA,PA,Lancaster County,Smoketown,Smoketown,,,KS37,40.04159444,-76.20130278,112.8
4695,USA,PA,Somerset County,Somerset|Listie,Somerset County,,,K2G9,40.03887083,-79.01499514,693.4
4696,USA,PA,Elk County,St Marys|Kaulmont,St Marys Municipal AP,,,KOYM,41.412478,-78.502631,589.5
4697,USA,PA,Centre County,State College|Hunter Park,State College,,,KUNV,40.85,-77.847583,375.2
4698,USA,PA,Wayne County,Sterling,Spring Hill,,,K70N,41.34735694,-75.41589722,526.7
4699,USA,PA,York County,Stewartstown|Hametown,Shoestring Aviation Airfield,,,K0P2,39.79482444,-76.64719139,304.8
4700,USA,PA,Northumberland County,Sunbury|Northumberland,Sunbury,,,K71N,40.89175194,-76.77885333,137.2
4701,USA,PA,Northumberland County,Sunbury|Wolverton,Sunbury,,,KH11,40.91314167,-76.73302222,131.1
4702,USA,PA,Crawford County,Titusville|Gresham,Titusville,,,K6G1,41.60880861,-79.74133111,487.4
4703,USA,PA,Chester County,Toughkenamon,New Garden,,,KN57,39.83052639,-75.76974472,132.6
4704,USA,PA,Bradford County,Towanda|South Towanda,Bradford County,,,KN27,41.74000972,-76.44713167,222.5
4705,USA,PA,Schuylkill County,Tower City|Sheridan,Bendigo,,,K74N,40.55849722,-76.55955556,240.8
4706,USA,PA,Wyoming County,Tunkhannock,Skyhaven,,,K76N,41.52924333,-75.94686583,194.8
4707,USA,PA,Centre County,Unionville|Julian,Ridge Soaring,,,K79N,40.88394861,-77.90722556,248.4
4708,USA,PA,Washington County,Washington|Lagonda,Washington County AP,,,KAFJ,40.136472,-80.290194,360.6
4709,USA,PA,Erie County,Wattsburg|Phillipsville,Erie County,,,K3G1,42.04449917,-79.85394,455.4
4710,USA,PA,Greene County,Waynesburg|Morrisville,Greene County AP,,,KWAY,39.901139,-80.130694,325.5
4711,USA,PA,Tioga County,Wellsboro|Dexter,Wellsboro Johnston,,,KN38,41.72788889,-77.3965,576.4
4712,USA,PA,York County,Wellsville|Mount Top,Kampel,,,K2N5,40.0484275,-76.97803222,186.2
4713,USA,PA,Chester County,West Chester|Commons at Goshen,Brandywine AP,,,KOQN,39.990117,-75.581903,141.4
4714,USA,PA,Luzerne County,Wilkes-Barre|Houston City,Scranton AP,,,KAVP,41.338472,-75.723389,292.9
4715,USA,PA,Luzerne County,Wilkes-Barre|Plainsville,Wyoming Valley AP,,,KWBW,41.297308,-75.852242,165.5
4716,USA,PA,Blair County,Williamsburg|Wertz,Cove Valley,,,K6G6,40.45451694,-78.23806639,352.4
4717,USA,PA,Lycoming County,Williamsport|Montoursville,Williamsport AP,,,KIPT,41.241667,-76.921806,160.9
4718,USA,PA,Montgomery County,Willow Grove|Meetinghouse Village,NAS,,,KNXX,40.19983333,-75.14816667,109.1
4719,USA,PA,York County,York|La Bott,Thomasville,,,KTHV,39.917,-76.873028,150.6
4720,USA,PA,Beaver County,Zelienople|Old Furnace,Zelienople Municipal AP,,,KPJC,40.801972,-80.160861,273.4
4721,USA,RI,Washington County,Block Island|New Shoreham Center,Block Island,,,KBID,41.168111,-71.577833,32.6
4722,USA,RI,Newport County,Newport|Middletown,State AP,,,KUUU,41.532439,-71.281544,52.1
4724,USA,RI,Providence County,Pawtucket|Stillwater,North Central State AP,,,KSFZ,41.92075,-71.491417,134.1
4725,USA,RI,Providence County,Providence,Downtown Providence Helistop,,,KRI9,41.82416667,-71.40861111,2.1
4726,USA,RI,Kent County,Providence|Hillsgrove,T F Green AP,,,KPVD,41.722333,-71.427722,16.5
4727,USA,RI,Washington County,Quonset Point|Kiefer Park,Quonset State AP | Quonset Point NAS,Quonset Point NAS. FAA LID no longer in use.,,KOQU,41.597139,-71.412139,5.5
4728,USA,RI,Washington County,West Kingston|Usquepaug,Richmond,,,K08R,41.4895,-71.62063889,39.6
4729,USA,RI,Washington County,Westerly|Dunn Corner,Westerly State AP,,,KWST,41.349633,-71.803417,24.7
4730,USA,SC,Aiken County,Aiken|Seiglers Crossroads,Aiken Muni AP,,,KAIK,33.649389,-81.685028,160.9
4731,USA,SC,Allendale,Allendale,Allendale County,ADD/20141229.,,KAQX,32.995111,-81.27025,49.1
4732,USA,SC,Allendale County,Allendale|Coalla (historical),Allendale County,,,K88J,32.99512944,-81.27024583,49.1
4733,USA,SC,Anderson County,Anderson|Greenbriar,County AP,,,KAND,34.494583,-82.709389,238.1
4734,USA,SC,Georgetown County,Andrews|Green Bay,Robert F Swinnie AP,,,KPHH,33.451694,-79.5262,7.9
4735,USA,SC,Bamberg County,Bamberg|Ott (historical),Bamberg County,,,K99N,33.30452778,-81.10841667,70.4
4736,USA,SC,Barnwell County,Barnwell|Happy Bottom,Barnwell,,,KBNL,33.257667,-81.388219,75.0
4737,USA,SC,Beaufort County,Beaufort|Grays Hill,MCAS,,,KNBC,32.480567,-80.719244,11.3
4738,USA,SC,Beaufort County,Beaufort|Sherwood Forest,County AP,,,KARW,32.412167,-80.634356,2.7
4739,USA,SC,Marlboro County,Bennettville|Islay (historical),Bennettville,,,KBBP,34.621708,-79.734358,44.5
4740,USA,SC,Lee County,Bishopville|Shannon Hill,Lee County-butters Field,,,K52J,34.244485,-80.23603361,64.3
4741,USA,SC,Abbeville County,Calhoun Falls,Hester Memorial,,,K0A2,34.09039333,-82.56790889,157.6
4742,USA,SC,Kershaw County,Camden|Arrowwood,Woodward Field,,,KCDN,34.283583,-80.564861,92.1
4743,USA,SC,Jasper County,Charleston|Grays,Grays/NEXRAD Site,,,KCLX,32.6556,-81.0422,42.0
4744,USA,SC,Charleston County,Charleston|Grimball Shores,Charleston Executive AP,,,KJZI,32.701028,-80.00325,5.5
4745,USA,SC,Charleston County,Charleston|Wildwood,Charleston Muni AP,,,KCHS,32.898647,-80.040528,14.0
4746,USA,SC,Charleston County,Charleston|Windsor Place,(Abandoned) Charleston NAS,,,KNAO,32.85,-79.95,2.1
4747,USA,SC,Chesterfield County,Cheraw|Isgett Circle,Bellinger AP,,,KCQW,34.712861,-79.957,72.5
4748,USA,SC,Chester County,Chester|Dinber,Catawba Regional AP,,,KDCM,34.789333,-81.195778,200.0
4749,USA,SC,Oconee County,Clemson|Clemson Forest,Oconee County AP,,,KCEU,34.672222,-82.885889,271.3
4750,USA,SC,Marlboro County,Clio,Clio Crop Care,,,K9W9,34.56141667,-79.53808333,58.5
4751,USA,SC,Richland County,Columbia|Arthurtown,Owens Field,,,KCUB,33.970472,-80.99525,58.8
4752,USA,SC,Lexington County,Columbia|Cedarwood,Columbia Metropolitan AP | Capital AP,,,KCAE,33.938839,-81.119536,71.9
4753,USA,SC,Horry County,Conway|Cedar Grove,Horry Co,,,KHYW,33.828489,-79.122175,10.4
4754,USA,SC,Darlington County,Darlington|Gandy,County Jetport,,,KUDG,34.449383,-79.890061,58.5
4755,USA,SC,Darlington County,Darlington|Iseman Crossroads,Branhams,,,K6J7,34.28209778,-79.92867444,50.6
4756,USA,SC,Dillon County,Dillon|Selma,   Dillon County AP,,,KDLC,34.449056,-79.368583,40.5
4757,USA,SC,Richland County,Eastover|Congaree,Mc Entire Joint National Guard Base | Fort Jackson AAF | Congaree AAF | Congaree MCAF,,,KMMT,33.920769,-80.801142,77.4
4758,USA,SC,Florence County,Florence|Malibu,Regional,,,KFLO,34.185361,-79.723889,44.5
4759,USA,SC,Georgetown County,Georgetown|White Hall Estates,County AP,,,KGGE,33.311417,-79.320306,11.9
4760,USA,SC,Aiken County,Graniteville|Springdale,Twin Lakes,,,KS17,33.64569139,-81.86705639,164.6
4761,USA,SC,Horry County,Green Sea|Duford,Green Sea,,,KS79,34.18555556,-79.0205875,29.0
4762,USA,SC,Greenville County,Greenville|Holly Springs,Donaldson Field|Greenville AFB,Donaldson Field.,,KGYH,34.758306,-82.376417,291.1
4763,USA,SC,Greenville County,Greenville|Woods (historical),Downtown AP,,,KGMU,34.847944,-82.35,319.4
4764,USA,SC,Greenville County,Greenville-Spartanburg|Greer|Pleasant Grove,Piedmont Triad International AP,,,KGSP,34.895667,-82.218861,293.5
4765,USA,SC,Greenwood County,Greenwood|Windtree,County AP,,,KGRD,34.250394,-82.157808,192.3
4766,USA,SC,Hampton County,Hampton|Varnville,Hampton-varnville,,,K3J0,32.86766583,-81.08316083,34.4
4767,USA,SC,Darlington County,Hartsville|Glendale Acres,Hartsville,,,KHVS,34.403083,-80.119222,110.6
4768,USA,SC,Williamsburg County,Hemingway|Stuckey,Hemingway-stuckey,,,K38J,33.72863806,-79.51597611,16.5
4769,USA,SC,Orangeburg County,Holly Hill|Bowyer,Holly Hill,,,K5J5,33.30099556,-80.39398194,29.3
4770,USA,SC,Williamsburg County,Kingstree|Brockington,Williamsburg Regional,,,KCKI,33.717222,-79.856972,20.1
4771,USA,SC,Florence County,Lake City|Kennedy Park,Lake City Muni Cj Evans Field,,,K51J,33.85358333,-79.76811111,24.4
4772,USA,SC,Lancaster County,Lancaster|Elgin Woods,Kirk Air Base,,,KT73,34.67431694,-80.68229083,176.2
4773,USA,SC,Lancaster County,Lancaster|Grace,McWhirter Field,,,KLKR,34.722906,-80.854589,147.8
4774,USA,SC,Spartanburg County,Landrum|Obed (historical),Fairview,,,K33A,35.15733806,-82.12233306,318.8
4775,USA,SC,Laurens County,Laurens|Lakeside,County AP,,,KLUX,34.507111,-81.946944,212.4
4776,USA,SC,Horry County,Loris|Glenn,Twin City,,,K5J9,34.08841667,-78.86491667,30.2
4777,USA,SC,Clarendon County,Manning|Wyboo Plantation,Cooper Regional,,,KMNI,33.587111,-80.208667,31.1
4778,USA,SC,Marion County,Marion|Country Club Estates,County AP,,,KMAO,34.181167,-79.334722,28.0
4779,USA,SC,Berkeley County,Moncks Corner|Oak Hill,Berkeley County,,,KMKS,33.1855,-80.03625,22.3
4780,USA,SC,Charleston County,Mount Pleasant Reg-Faison|Philip,Mount Pleasant Reg-Faison,,,KLRO,32.897833,-79.782861,3.4
4781,USA,SC,Horry County,Myrtle Beach|Myrtle Ridge,International AP [Myrtle Beach AFB],,,KMYR,33.67975,-78.928333,7.6
4782,USA,SC,Newberry County,Newberry|Devils Cross Roads,County AP,,,KEOE,34.309333,-81.640667,173.7
4783,USA,SC,Horry County,North Myrtle Beach|Timber Ridge,North Myrtle Beach,,,KCRE,33.81175,-78.723944,9.4
4784,USA,SC,Orangeburg County,North/Auxiliary Airfield,North/Auxiliary Airfield,,,KXNO,33.609492,-81.081178,97.8
4785,USA,SC,Orangeburg County,Orangeburg|Heritage Subdivision,Municipal AP | Hawthorne Field,,,KOGB,33.456917,-80.859406,59.4
4786,USA,SC,Orangeburg County,Orangeburg|Highland Park,Dry Swamp,,,K1DS,33.38777778,-80.91111111,54.9
4787,USA,SC,Chesterfield County,Pageland|Evans Mill,Pageland AP,,,KPYG,34.742139,-80.345194,175.0
4789,USA,SC,Lexington County,Pelion|Testo,Lexington County At Pelion,,,K6J0,33.79463889,-81.24586111,137.5
